 Evaluating /Dedicated/schnieders/programs/stack-2021.1.sh
  Loading Modules
   Stack 2021.1
   GCC 9.3.0
   CMake 3.20.0
   Eigen 3.3.9
   Cuda 11.1.1
   Cuda: /usr/share/apps/2021.1/arch/gcc-9.3.0/cuda-11.1.1
   CudaNN 8.0.5.39-11.1
   Swig 4.0.2_gcc-9.3.0
  Loading software from /Dedicated/schnieders/programs/local
   Ant: /Dedicated/schnieders/programs/apache-ant-1.10.11
   FFX: /Dedicated/schnieders/programs/ffx-builds/forcefieldx-2025-10-14
   GDMA: /Dedicated/schnieders/programs/gdma-2.3
   Groovy: /Dedicated/schnieders/programs/groovy-4.0.1
   Java: /Dedicated/schnieders/programs/jdk-24
   Maven: /Dedicated/schnieders/programs/apache-maven-3.9.5
   VMD: /Dedicated/schnieders/programs/vmd
   NAMD: /Dedicated/schnieders/programs/NAMD_3.0alpha7_Linux-x86_64-multicore-CUDA
   OpenEye: /Dedicated/schnieders/programs/OpenEye
   Tinker: /Dedicated/schnieders/programs/tinker-tools
Adding Restraint with parameters:  [(0, 1), (6275.999999999999, 0.0, 1.0)]
Using PBC Conditions on Restraint?  True
Force dictionary: {'AmoebaBond': 0, 'PeriodicTorsionForce': 1, 'AmoebaVdwForce': 2, 'AmoebaMultipoleForce': 3, 'HarmonicBondForce': 4, 'CMMotionRemover': 5, 'AmoebaOutOfPlaneBend': 6, 'AmoebaAngle': 7, 'AmoebaInPlaneAngle': 8, 'AmoebaStretchBend': 9, 'CustomCentroidBondForce': 10}
Initial Potential Energy: -150193.485306331 kJ/mol
Alchemical atoms: [217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242]
AmoebaVdwLambda: 0.9
AmoebaElecCharge: 0.20472 e
Potential Energy after reinitialization: -149798.723587581 kJ/mol
#"Step", "Potential Energy (kJ/mole)", "Kinetic Energy (kJ/mole)", "Total Energy (kJ/mole)", "Temperature (K)", "Speed (ns/day)"
1000, -149405.5685582841, 45977.2109375, -103428.35762078411, 300.76894497018344, 0
2000, -149094.90010125286, 45534.234375, -103560.66572625286, 297.87112688524655, 15
3000, -149659.08076531536, 45775.00390625, -103884.07685906536, 299.44616800710725, 15.1
4000, -149389.73994500286, 45704.96484375, -103684.77510125286, 298.9879937397847, 15.1
5000, -149198.8400426591, 45770.43359375, -103428.40644890911, 299.4162704113032, 15.1
6000, -149510.1330114091, 46074.75, -103435.38301140911, 301.4070158823443, 15.1
7000, -149353.20967156536, 45388.37109375, -103964.83857781536, 296.9169336160835, 15
8000, -148208.5890660966, 45870.7734375, -102337.81562859661, 300.0726631834569, 14.9
9000, -148792.93403679974, 45566.9296875, -103226.00434929974, 298.08500968599895, 14.9
10000, -149594.9562535966, 45986.625, -103608.33125359661, 300.8305289068397, 14.8
11000, -149056.7990270341, 46084.671875, -102972.12715203411, 301.47192177408994, 14.7
12000, -150379.86592156536, 45660.26171875, -104719.60420281536, 298.69555947791963, 14.6
13000, -149734.563431331, 44973.44921875, -104761.11421258099, 294.2026407730826, 14.5
14000, -149708.96455437786, 45801.5703125, -103907.39424187786, 299.6199573652814, 14.5
15000, -149461.40571648724, 45638.953125, -103822.45259148724, 298.55616513167064, 14.4
16000, -150002.82075554974, 45538.55078125, -104464.26997429974, 297.899363503506, 14.3
17000, -150155.07466179974, 44623.453125, -105531.62153679974, 291.9130726650047, 14.2
18000, -150041.7265172685, 45711.23046875, -104330.49604851849, 299.028981554887, 14.2
19000, -149252.75166375286, 44913.34375, -104339.40791375286, 293.8094490580077, 14.1
20000, -149527.3712926591, 45367.83984375, -104159.53144890911, 296.78262441647126, 14
21000, -149631.07099969036, 45473.09375, -104157.97724969036, 297.47116349248955, 14
22000, -149239.6173864091, 45305.5, -103934.11738640911, 296.3748160990032, 14
23000, -149623.91645867474, 45793.0703125, -103830.84614617474, 299.5643529477859, 13.9
24000, -148843.5851598466, 45912.015625, -102931.56953484661, 300.342457043713, 13.9
25000, -149378.04243523724, 45872.140625, -103505.90181023724, 300.08160690869744, 13.8
26000, -149251.6515660966, 45907.984375, -103343.66719109661, 300.3160858310037, 13.8
27000, -149979.74580437786, 46086.9375, -103892.80830437786, 301.4867428044886, 13.8
28000, -148816.11103875286, 45633.0390625, -103183.07197625286, 298.51747713163013, 13.8
29000, -149646.26924187786, 45730.5703125, -103915.69892937786, 299.1554969367897, 13.7
30000, -149712.9611364091, 45903.30859375, -103809.65254265911, 300.28549829068106, 13.7
31000, -149803.0070348466, 45536.4375, -104266.56953484661, 297.88553905963414, 13.7
32000, -149240.475540706, 45999.1484375, -103241.32710320599, 300.91245343004306, 13.7
33000, -149884.336868831, 45195.4609375, -104688.87593133099, 295.65497398464305, 13.6
34000, -148841.83271844036, 45048.890625, -103792.94209344036, 294.6961555318557, 13.6
35000, -150300.16450554974, 46027.9921875, -104272.17231804974, 301.1011404791178, 13.6
36000, -150255.8947301591, 45231.60546875, -105024.28926140911, 295.8914205265024, 13.5
37000, -150471.45259148724, 45810.6015625, -104660.85102898724, 299.67903705887034, 13.5
38000, -149939.440384456, 45466.796875, -104472.64350945599, 297.42997124938165, 13.5
39000, -148651.97029168255, 45585.55859375, -103066.41169793255, 298.2068743307765, 13.5
40000, -150025.78462273724, 45979.98046875, -104045.80415398724, 300.7870624021707, 13.5
41000, -149322.14399773724, 45331.8515625, -103990.29243523724, 296.54720001463954, 13.4
42000, -149465.64009148724, 45419.08984375, -104046.55024773724, 297.11788634548816, 13.4
43000, -149913.53755242474, 44997.953125, -104915.58442742474, 294.36293788289373, 13.4
44000, -149496.3632360185, 44862.6015625, -104633.76167351849, 293.47750908408017, 13.4
45000, -149826.022415706, 45470.234375, -104355.78804070599, 297.4524583299865, 13.4
46000, -150297.12959344036, 45185.1015625, -105112.02803094036, 295.5872061008205, 13.4
47000, -149424.598587581, 45879.6875, -103544.91108758099, 300.13097627202524, 13.4
48000, -150427.91255242474, 45119.1171875, -105308.79536492474, 295.15555636721126, 13.4
49000, -150131.704056331, 45211.0546875, -104920.64936883099, 295.75698355938664, 13.4
50000, -150078.5565953935, 46663.90625, -103414.65034539349, 305.2610970699999, 13.4
51000, -149352.33174187786, 45838.140625, -103514.19111687786, 299.85918923871554, 13.3
52000, -150344.295853206, 45027.0234375, -105317.27241570599, 294.55310703500834, 13.3
53000, -150379.375931331, 45622.8203125, -104756.55561883099, 298.4506291738322, 13.3
54000, -150036.5077672685, 45974.6796875, -104061.82807976849, 300.75238630173806, 13.3
55000, -149449.2521520341, 45560.546875, -103888.70527703411, 298.0432552658759, 13.3
56000, -149122.5644078935, 45355.15625, -103767.40815789349, 296.6996521997397, 13.3
57000, -149498.9044957841, 45371.94140625, -104126.96308953411, 296.80945559219293, 13.3
58000, -149065.45649773724, 45500.65625, -103564.80024773724, 297.6514689933388, 13.3
59000, -150163.0978551591, 45733.796875, -104429.30098015911, 299.1766041283574, 13.3
60000, -149850.54243523724, 45389.9921875, -104460.55024773724, 296.9275383188687, 13.3
61000, -149937.356400081, 45868.8984375, -104068.45796258099, 300.06039750312704, 13.3
62000, -149228.30049187786, 45595.52734375, -103632.77314812786, 298.27208686453037, 13.2
63000, -150169.63838250286, 45820.03125, -104349.60713250286, 299.7407232095294, 13.2
64000, -149391.5334020341, 45132.1953125, -104259.33808953411, 295.2411094875122, 13.2
65000, -149388.1125035966, 46045.046875, -103343.06562859661, 301.2127070631184, 13.2
66000, -149262.6797643388, 46094.34375, -103168.3360143388, 301.5351922417916, 13.2
67000, -149620.5871129716, 45701.5625, -103919.02461297161, 298.9657366406861, 13.2
68000, -149853.25654656536, 46186.6171875, -103666.63935906536, 302.1388170350261, 13.2
69000, -150471.8898473466, 45610.09375, -104861.79609734661, 298.3673758685932, 13.2
70000, -150416.7538610185, 45893.41796875, -104523.33589226849, 300.2207968269409, 13.2
71000, -150048.795853206, 44889.390625, -105159.40522820599, 293.65275499179336, 13.2
72000, -149944.264603206, 45430.8984375, -104513.36616570599, 297.19513457806573, 13.2
73000, -149426.07466179974, 45310.28125, -104115.79341179974, 296.40609358384444, 13.2
74000, -150563.84028679974, 46226.921875, -104336.91841179974, 302.4024780551173, 13.2
75000, -150488.7589879716, 45510.1484375, -104978.61055047161, 297.7135640000089, 13.2
76000, -149933.2296910966, 45727.078125, -104206.15156609661, 299.13265210717526, 13.2
77000, -149775.65498406536, 45711.97265625, -104063.68232781536, 299.03383672001763, 13.2
78000, -149043.8742223466, 45255.828125, -103788.04609734661, 296.0498777842641, 13.2
79000, -148822.67451531536, 45840.875, -102981.79951531536, 299.8770766891966, 13.2
80000, -148917.77876336224, 46087.4765625, -102830.30220086224, 301.4902691875834, 13.2
81000, -149030.8322301591, 46107.74609375, -102923.08613640911, 301.62286630264964, 13.2
82000, -149432.08369500286, 45056.5, -104375.58369500286, 294.74593375119446, 13.1
83000, -149886.94477898724, 45804.3125, -104082.63227898724, 299.6378959227638, 13.1
84000, -149471.7726598466, 45539.71484375, -103932.05781609661, 297.90697844671075, 13.1
85000, -149932.12056023724, 46126.640625, -103805.47993523724, 301.7464685854739, 13.1
86000, -149366.17158562786, 45236.84765625, -104129.32392937786, 295.92571332442463, 13.1
87000, -150334.25532586224, 46055.703125, -104278.55220086224, 301.2824170129932, 13.1
88000, -149445.2687535966, 46234.21875, -103211.05000359661, 302.45021199440106, 13.1
89000, -149388.8634801591, 45916.609375, -103472.25410515911, 300.3725079605212, 13.1
90000, -149112.018509456, 45998.5625, -103113.45600945599, 300.90862040494, 13.1
91000, -149428.389603206, 45606.1796875, -103822.20991570599, 298.3417712609046, 13.1
92000, -149189.9123082841, 45839.828125, -103350.08418328411, 299.87022835101243, 13.1
93000, -149681.59053094036, 45797.1640625, -103884.42646844036, 299.59113301650615, 13.1
94000, -149067.6857457841, 45717.1484375, -103350.53730828411, 299.06769510842827, 13.1
95000, -149208.366165706, 45956.6015625, -103251.76460320599, 300.6341247005574, 13.1
96000, -148579.829056331, 46374.98828125, -102204.84077508099, 303.37108349866793, 13.1
97000, -148618.7616735185, 46042.87109375, -102575.89057976849, 301.19847376323554, 13.1
98000, -149446.0128942216, 45516.62109375, -103929.39180047161, 297.75590615064766, 13.1
99000, -149437.05635125286, 45217.3671875, -104219.68916375286, 295.79827801649725, 13.1
100000, -148601.307571956, 45343.0390625, -103258.26850945599, 296.62038524060785, 13.1
101000, -149872.2558141435, 46141.34765625, -103730.90815789349, 301.84267751556143, 13.1
