 Evaluating /Dedicated/schnieders/programs/stack-2021.1.sh
  Loading Modules
   Stack 2021.1
   GCC 9.3.0
   CMake 3.20.0
   Eigen 3.3.9
   Cuda 11.1.1
   Cuda: /usr/share/apps/2021.1/arch/gcc-9.3.0/cuda-11.1.1
   CudaNN 8.0.5.39-11.1
   Swig 4.0.2_gcc-9.3.0
  Loading software from /Dedicated/schnieders/programs/local
   Ant: /Dedicated/schnieders/programs/apache-ant-1.10.11
   FFX: /Dedicated/schnieders/programs/ffx-builds/forcefieldx-2025-10-14
   GDMA: /Dedicated/schnieders/programs/gdma-2.3
   Groovy: /Dedicated/schnieders/programs/groovy-4.0.1
   Java: /Dedicated/schnieders/programs/jdk-24
   Maven: /Dedicated/schnieders/programs/apache-maven-3.9.5
   VMD: /Dedicated/schnieders/programs/vmd
   NAMD: /Dedicated/schnieders/programs/NAMD_3.0alpha7_Linux-x86_64-multicore-CUDA
   OpenEye: /Dedicated/schnieders/programs/OpenEye
   Tinker: /Dedicated/schnieders/programs/tinker-tools
Force dictionary: {'AmoebaBond': 0, 'PeriodicTorsionForce': 1, 'AmoebaVdwForce': 2, 'AmoebaMultipoleForce': 3, 'HarmonicBondForce': 4, 'CMMotionRemover': 5, 'AmoebaOutOfPlaneBend': 6, 'AmoebaAngle': 7, 'AmoebaInPlaneAngle': 8, 'AmoebaStretchBend': 9}
Initial Potential Energy: -152519.43520133875 kJ/mol
Alchemical atoms: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]
AmoebaVdwLambda: 1.0
AmoebaElecCharge: -0.131194 e
Potential Energy after reinitialization: -152358.88759391688 kJ/mol
#"Step", "Potential Energy (kJ/mole)", "Kinetic Energy (kJ/mole)", "Total Energy (kJ/mole)", "Temperature (K)", "Speed (ns/day)"
1000, -152591.73256462, 45560.75390625, -107030.97865837, 298.14190646245913, 0
2000, -152627.43178337, 45742.69921875, -106884.73256462, 299.33252596915736, 16.4
3000, -152999.04189079188, 45981.38671875, -107017.65517204188, 300.8944568021104, 15.8
4000, -151672.91176383875, 45353.08203125, -106319.82973258875, 296.78293666010387, 15.2
5000, -152340.50868766688, 45803.828125, -106536.68056266688, 299.7325432447021, 15
6000, -152999.22109001063, 45812.546875, -107186.67421501063, 299.78959727748475, 14.5
7000, -152693.05238883875, 45801.734375, -106891.31801383875, 299.71884209704456, 14.4
8000, -153740.75356071375, 46039.375, -107701.37856071375, 301.2739223561689, 14.4
9000, -152811.67055290125, 45462.3984375, -107349.27211540125, 297.4982848265118, 14.3
10000, -152943.61293571375, 45692.546875, -107251.06606071375, 299.0043374714439, 14.3
11000, -152831.30702751063, 45740.9453125, -107090.36171501063, 299.32104870180996, 14.3
12000, -153058.29823844813, 45527.6953125, -107530.60292594813, 297.92557658815826, 14.2
13000, -152223.74037712, 45943.78125, -106279.95912712, 300.64837294297126, 14.2
14000, -152132.67836540125, 45874.2421875, -106258.43617790125, 300.19332102021286, 14.2
15000, -152184.42397087, 45002.203125, -107182.22084587, 294.4868441445565, 14.2
16000, -152886.29189079188, 45739.09765625, -107147.19423454188, 299.3089579502391, 14.2
17000, -152973.75478141688, 45774.90234375, -107198.85243766688, 299.5432577999191, 14.2
18000, -152761.35976188563, 45864.4140625, -106896.94569938563, 300.12900742411915, 14.2
19000, -152686.83266227625, 45403.3203125, -107283.51234977625, 297.11168751835555, 14.2
20000, -151952.47817008875, 45065.984375, -106886.49379508875, 294.9042179112568, 14.2
21000, -152675.49648063563, 45956.7109375, -106718.78554313563, 300.73298264212474, 14.2
22000, -152564.863423995, 45810.0234375, -106754.839986495, 299.7730843271363, 14.2
23000, -152494.96767204188, 45420.90625, -107074.06142204188, 297.22676693394135, 14.1
24000, -152779.24965446375, 45982.12890625, -106797.12074821375, 300.8993135522129, 14.1
25000, -152892.08949821375, 45272.2578125, -107619.83168571375, 296.2540365739453, 14.1
26000, -152587.30531852625, 45757.9765625, -106829.32875602625, 299.4324983357402, 14.1
27000, -152149.8722130575, 45248.796875, -106901.0753380575, 296.1005121470221, 14.1
28000, -152764.0304161825, 45602.1328125, -107161.8976036825, 298.412683061593, 14.1
29000, -153327.77284782313, 45711.9375, -107615.83534782313, 299.13122645833147, 14.1
30000, -153036.53505485438, 45335.57421875, -107700.96083610438, 296.668368481371, 14.1
31000, -152444.88051383875, 45576.1015625, -106868.77895133875, 298.24233894220964, 14.1
32000, -153319.92958610438, 45773.3984375, -107546.53114860438, 299.53341649050094, 14.1
33000, -152314.0030724325, 44967.2578125, -107346.7452599325, 294.2581679002583, 14.1
34000, -153409.85390251063, 45834.6171875, -107575.23671501063, 299.9340216884264, 14.1
35000, -152842.36122672938, 45546.578125, -107295.78310172938, 298.0491425355021, 14.1
