 Evaluating /Dedicated/schnieders/programs/stack-2021.1.sh
  Loading Modules
   Stack 2021.1
   GCC 9.3.0
   CMake 3.20.0
   Eigen 3.3.9
   Cuda 11.1.1
   Cuda: /usr/share/apps/2021.1/arch/gcc-9.3.0/cuda-11.1.1
   CudaNN 8.0.5.39-11.1
   Swig 4.0.2_gcc-9.3.0
  Loading software from /Dedicated/schnieders/programs/local
   Ant: /Dedicated/schnieders/programs/apache-ant-1.10.11
   FFX: /Dedicated/schnieders/programs/ffx-builds/forcefieldx-2025-10-14
   GDMA: /Dedicated/schnieders/programs/gdma-2.3
   Groovy: /Dedicated/schnieders/programs/groovy-4.0.1
   Java: /Dedicated/schnieders/programs/jdk-24
   Maven: /Dedicated/schnieders/programs/apache-maven-3.9.5
   VMD: /Dedicated/schnieders/programs/vmd
   NAMD: /Dedicated/schnieders/programs/NAMD_3.0alpha7_Linux-x86_64-multicore-CUDA
   OpenEye: /Dedicated/schnieders/programs/OpenEye
   Tinker: /Dedicated/schnieders/programs/tinker-tools
Adding Restraint with parameters:  [(0, 1), (6275.999999999999, 0.0, 1.0)]
Using PBC Conditions on Restraint?  True
Force dictionary: {'AmoebaBond': 0, 'PeriodicTorsionForce': 1, 'AmoebaVdwForce': 2, 'AmoebaMultipoleForce': 3, 'HarmonicBondForce': 4, 'CMMotionRemover': 5, 'AmoebaOutOfPlaneBend': 6, 'AmoebaAngle': 7, 'AmoebaInPlaneAngle': 8, 'AmoebaStretchBend': 9, 'CustomCentroidBondForce': 10}
Initial Potential Energy: -150193.4923864091 kJ/mol
Alchemical atoms: [217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242]
AmoebaVdwLambda: 1.0
AmoebaElecCharge: 0.20472 e
Potential Energy after reinitialization: -149823.1818395341 kJ/mol
#"Step", "Potential Energy (kJ/mole)", "Kinetic Energy (kJ/mole)", "Total Energy (kJ/mole)", "Temperature (K)", "Speed (ns/day)"
1000, -149846.87568719036, 45340.796875, -104506.07881219036, 296.6057175312133, 0
2000, -149420.32295281536, 45850.19140625, -103570.13154656536, 299.93802178833573, 15.3
3000, -149571.62959344036, 45585.25, -103986.37959344036, 298.2048556042222, 15.3
4000, -149416.8046422685, 45478.921875, -103937.88276726849, 297.5092893155149, 15.3
5000, -149844.4589391435, 45948.09765625, -103896.36128289349, 300.5784947295612, 15.2
6000, -149213.10908562786, 45548.1171875, -103664.99189812786, 297.9619440266891, 15.1
7000, -148804.34809929974, 45871.6171875, -102932.73091179974, 300.0781827396053, 15.1
8000, -149464.2335973466, 45835.3046875, -103628.92890984661, 299.84063739721654, 15
9000, -149280.2401891435, 45907.078125, -103373.16206414349, 300.3101574188443, 15
10000, -149618.21748406536, 45757.703125, -103860.51435906536, 299.33299155256344, 14.9
11000, -149581.6984410966, 45466.46484375, -104115.23359734661, 297.4277992018233, 14.9
12000, -150037.98701531536, 45626.75390625, -104411.23310906536, 298.4763615490244, 14.8
13000, -149990.0285192216, 45611.4296875, -104378.59883172161, 298.37611516582825, 14.8
14000, -149790.6271520341, 46025.19140625, -103765.43574578411, 301.082818619125, 14.8
15000, -150156.520462581, 45706.7890625, -104449.73140008099, 298.99992722460564, 14.7
16000, -149681.73188836224, 45343.19140625, -104338.54048211224, 296.62138182713466, 14.7
17000, -149657.7362828935, 46116.26171875, -103541.47456414349, 301.67857293414784, 14.7
18000, -149237.309525081, 46128.25, -103109.05952508099, 301.7569966277571, 14.7
19000, -148883.795853206, 45179.90234375, -103703.89350945599, 295.5531943914058, 14.6
20000, -149027.49678094036, 45388.484375, -103639.01240594036, 296.9176746676034, 14.6
21000, -149191.60981804974, 45438.89453125, -103752.71528679974, 297.24744259397255, 14.6
22000, -149319.202103206, 46053.0546875, -103266.14741570599, 301.26509173952724, 14.6
23000, -149686.16059929974, 45824.08203125, -103862.07856804974, 299.76722218974203, 14.6
24000, -149370.64619500286, 45240.6328125, -104130.01338250286, 295.9504746665906, 14.6
25000, -149262.39045769817, 45924.27734375, -103338.11311394817, 300.4226694823703, 14.6
26000, -149721.155228206, 45690.76953125, -104030.38569695599, 298.8951323182872, 14.6
27000, -149924.03682000286, 45549.3828125, -104374.65400750286, 297.97022336091175, 14.6
28000, -149927.2909703935, 45820.08203125, -104107.20893914349, 299.7410554050383, 14.6
29000, -150352.8918004716, 45574.078125, -104778.81367547161, 298.1317725922566, 14.6
30000, -149946.311478206, 45432.046875, -104514.26460320599, 297.2026473072678, 14.6
31000, -150130.20967156536, 45948.828125, -104181.38154656536, 300.5832732341898, 14.6
32000, -150673.0031285966, 45748.765625, -104924.23750359661, 299.27452514299097, 14.6
33000, -149642.77021844036, 45506.2578125, -104136.51240594036, 297.6881127133244, 14.6
34000, -149350.45771844036, 45474.39453125, -103876.06318719036, 297.4796728082184, 14.6
35000, -149549.1698766435, 45797.5546875, -103751.61518914349, 299.59368836657484, 14.6
36000, -148650.71235711224, 45293.1640625, -103357.54829461224, 296.29411814383286, 14.6
37000, -148111.2873082841, 45356.5, -102754.78730828411, 296.70844260397615, 14.6
38000, -149165.79927117474, 45403.8515625, -103761.94770867474, 297.0182021393071, 14.6
39000, -148661.9335485185, 45068.66015625, -103593.27339226849, 294.8254817988339, 14.6
40000, -149098.82466179974, 45944.27734375, -103154.54731804974, 300.5535034058891, 14.6
41000, -148812.23506219036, 45773.28515625, -103038.94990594036, 299.43492446680494, 14.6
42000, -149778.67720086224, 45310.41015625, -104468.26704461224, 296.4069368493671, 14.6
43000, -150571.348587581, 45178.453125, -105392.89546258099, 295.5437140426508, 14.6
44000, -149758.73115594036, 45439.5859375, -104319.14521844036, 297.2519655635942, 14.6
45000, -148559.3800817216, 45885.37890625, -102674.00117547161, 300.1682077225266, 14.6
46000, -148986.68306023724, 45675.28125, -103311.40181023724, 298.7938126880622, 14.6
47000, -149238.651321956, 45744.6328125, -103494.01850945599, 299.2474895392638, 14.6
48000, -150426.3009801591, 45882.203125, -104544.09785515911, 300.1474327264678, 14.6
49000, -149308.582962581, 45307.640625, -104000.94233758099, 296.38881941737986, 14.6
