 Evaluating /Dedicated/schnieders/programs/stack-2021.1.sh
  Loading Modules
   Stack 2021.1
   GCC 9.3.0
   CMake 3.20.0
   Eigen 3.3.9
   Cuda 11.1.1
   Cuda: /usr/share/apps/2021.1/arch/gcc-9.3.0/cuda-11.1.1
   CudaNN 8.0.5.39-11.1
   Swig 4.0.2_gcc-9.3.0
  Loading software from /Dedicated/schnieders/programs/local
   Ant: /Dedicated/schnieders/programs/apache-ant-1.10.11
   FFX: /Dedicated/schnieders/programs/ffx-builds/forcefieldx-2025-10-14
   GDMA: /Dedicated/schnieders/programs/gdma-2.3
   Groovy: /Dedicated/schnieders/programs/groovy-4.0.1
   Java: /Dedicated/schnieders/programs/jdk-24
   Maven: /Dedicated/schnieders/programs/apache-maven-3.9.5
   VMD: /Dedicated/schnieders/programs/vmd
   NAMD: /Dedicated/schnieders/programs/NAMD_3.0alpha7_Linux-x86_64-multicore-CUDA
   OpenEye: /Dedicated/schnieders/programs/OpenEye
   Tinker: /Dedicated/schnieders/programs/tinker-tools
Adding Restraint with parameters:  [(0, 1), (6275.999999999999, 0.0, 1.0)]
Using PBC Conditions on Restraint?  True
Force dictionary: {'AmoebaBond': 0, 'PeriodicTorsionForce': 1, 'AmoebaVdwForce': 2, 'AmoebaMultipoleForce': 3, 'HarmonicBondForce': 4, 'CMMotionRemover': 5, 'AmoebaOutOfPlaneBend': 6, 'AmoebaAngle': 7, 'AmoebaInPlaneAngle': 8, 'AmoebaStretchBend': 9, 'CustomCentroidBondForce': 10}
Initial Potential Energy: -150193.49118859417 kJ/mol
Alchemical atoms: [217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242]
AmoebaVdwLambda: 0.55
AmoebaElecCharge: 0.20472 e
Potential Energy after reinitialization: -149815.42810876018 kJ/mol
#"Step", "Potential Energy (kJ/mole)", "Kinetic Energy (kJ/mole)", "Total Energy (kJ/mole)", "Temperature (K)", "Speed (ns/day)"
1000, -149590.51852471477, 45620.2421875, -103970.27633721477, 298.43376386337866, 0
2000, -150376.75980431683, 45345.7578125, -105031.00199181683, 296.6381704770862, 17.8
3000, -149304.95858819134, 45860.59375, -103444.36483819134, 300.00607076066586, 18
4000, -149439.75824029095, 45063.4453125, -104376.31292779095, 294.7913678754164, 18.1
5000, -150040.59811455852, 45798.69140625, -104241.90670830852, 299.60112443527487, 18.2
6000, -149728.60938317425, 45467.125, -104261.48438317425, 297.4321177434394, 18.2
7000, -150427.25630242474, 44913.53515625, -105513.72114617474, 293.8107011795414, 18.2
8000, -150152.9375768388, 45216.9453125, -104935.9922643388, 295.795518238423, 18.2
9000, -149996.02987725384, 45688.15625, -104307.87362725384, 298.87803702632743, 18.2
10000, -149892.6882634843, 45375.546875, -104517.1413884843, 296.8330414733272, 18.2
11000, -149420.1249242509, 45348.63671875, -104071.48820550091, 296.65700340709265, 18.2
12000, -149616.5890813554, 45600.75390625, -104015.8351751054, 298.30627744845, 18.2
13000, -149517.3792730058, 45510.984375, -104006.39489800579, 297.719032449156, 18.2
14000, -149600.8383641923, 45325.8984375, -104274.93992669231, 296.5082564795921, 18.2
15000, -150651.66575677044, 45301.6640625, -105350.00169427044, 296.34972256132835, 18.2
16000, -150580.99234063274, 45384.296875, -105196.69546563274, 296.89028131486674, 18.2
17000, -149664.70004326946, 45431.83984375, -104232.86019951946, 297.2012929717314, 18.2
18000, -149532.2182851518, 45698.125, -103834.09328515179, 298.94324956008126, 18.2
19000, -150124.4473500932, 46070.14453125, -104054.30281884319, 301.376888305034, 18.1
20000, -149509.23716790325, 44762.8515625, -104746.38560540325, 292.82497489053026, 18.1
21000, -150693.35279900677, 45614.07421875, -105079.27858025677, 298.3934148857935, 18.1
22000, -150252.76802117474, 45827.66796875, -104425.10005242474, 299.790680303373, 18.1
23000, -149812.85226494915, 45711.171875, -104101.68038994915, 299.02859825237675, 18.1
24000, -149589.0554509843, 45725.12890625, -103863.9265447343, 299.1199009103324, 18.1
25000, -148953.7161870683, 45609.0625, -103344.65368706829, 298.36062974441177, 18.1
26000, -149077.97470910198, 46174.9453125, -102903.02939660198, 302.0624631749726, 18.1
27000, -149353.46359307415, 45195.15234375, -104158.31124932415, 295.6529552580888, 18.1
28000, -149091.23587090618, 45246.03125, -103845.20462090618, 295.98578960454034, 18.1
29000, -149667.67495782024, 45786.203125, -103881.47183282024, 299.51942989357764, 18.1
30000, -149395.46501214153, 45609.06640625, -103786.39860589153, 298.36065529791244, 18.1
31000, -149532.04676873333, 46060.47265625, -103471.57411248333, 301.31361783733234, 18.1
32000, -149146.85997063763, 45434.25, -103712.60997063763, 297.2170594816554, 18.1
33000, -149161.4827581132, 46526.1640625, -102635.31869561321, 304.3600295287656, 18.1
34000, -148705.20954186565, 45622.9140625, -103082.29547936565, 298.45124245784876, 18.1
35000, -149603.99208123333, 45100.16015625, -104503.83192498333, 295.031545228376, 18.1
36000, -149508.86430413372, 45941.4609375, -103567.40336663372, 300.53507933189354, 18.1
37000, -149281.2663961137, 46007.78125, -103273.4851461137, 300.9689266665619, 18.1
38000, -149521.8254247392, 44761.34375, -104760.48167473919, 292.815111239265, 18.1
39000, -149105.44435937054, 45506.3203125, -103599.12404687054, 297.6885215693354, 18.1
40000, -149191.67634637005, 45260.5625, -103931.11384637005, 296.080848627097, 18.1
41000, -149616.06655938274, 45419.32421875, -104196.74234063274, 297.1194195555294, 18.1
42000, -149620.78834588177, 45666.3671875, -103954.42115838177, 298.73549959949383, 18.1
43000, -149328.8417363847, 45481.375, -103847.4667363847, 297.5253369139465, 18.1
44000, -150010.42005974895, 45236.44921875, -104773.97084099895, 295.92310686735453, 18.1
45000, -149393.78581292278, 45272.671875, -104121.11393792278, 296.1600644792275, 18.1
46000, -149502.00283105022, 45583.89453125, -103918.10829980022, 298.1959885394837, 18.1
47000, -149167.61372429974, 45491.71484375, -103675.89888054974, 297.59297703026573, 18.1
48000, -149538.76605279095, 45540.953125, -103997.81292779095, 297.9150789064287, 18.1
49000, -149386.48168999798, 45165.8203125, -104220.66137749798, 295.4610740214282, 18.1
50000, -149503.27621514446, 46095.953125, -103407.32309014446, 301.5457202840748, 18.1
51000, -149083.68777520306, 45925.7109375, -103157.97683770306, 300.4320476171226, 18.1
52000, -149347.70916802532, 46180.953125, -103166.75604302532, 302.1017644590296, 18.1
53000, -149468.7446447099, 45443.96484375, -104024.77980095989, 297.2806110378646, 18.1
54000, -149406.8182988847, 45189.515625, -104217.3026738847, 295.61608155659707, 18.1
55000, -149078.84765679485, 45466.1640625, -103612.68359429485, 297.4258315822703, 18.1
56000, -149696.94975335247, 45599.9609375, -104096.98881585247, 298.3010900878104, 18.1
57000, -149487.5599218095, 45794.7109375, -103692.8489843095, 299.57508541807454, 18.1
58000, -149194.83871514446, 44761.859375, -104432.97934014446, 292.8184843013557, 18.1
59000, -148891.40219170696, 45610.7890625, -103280.61312920696, 298.3719243917155, 18.1
60000, -149330.196243831, 45710.9375, -103619.25874383099, 299.0270650423355, 18.1
61000, -149305.50936944134, 45804.97265625, -103500.53671319134, 299.64221446437995, 18.1
62000, -149483.10421807415, 45721.1015625, -103762.00265557415, 299.0935552511238, 18.1
63000, -149297.33618981487, 46252.03515625, -103045.30103356487, 302.5667615110357, 18.1
64000, -149797.11709649212, 45848.515625, -103948.60147149212, 299.9270593365408, 18.1
65000, -149621.63494164593, 46297.8671875, -103323.76775414593, 302.8665807345993, 18.1
66000, -149562.1204839433, 45812.3671875, -103749.75329644329, 299.690587241181, 18.1
67000, -149730.10911614544, 45685.97265625, -104044.13645989544, 298.8637526194432, 18.1
68000, -148888.5699849809, 45828.9765625, -103059.59342248089, 299.7992407261032, 18.1
69000, -149005.37178094036, 45838.20703125, -103167.16474969036, 299.8596236482272, 18.1
70000, -149438.67828423626, 45814.296875, -103624.38140923626, 299.7032106705205, 18.1
71000, -149452.14493615276, 45681.75390625, -103770.39102990276, 298.83615483870096, 18.1
72000, -149559.0903478349, 46029.5, -103529.59034783489, 301.11100413038304, 18.1
73000, -149276.56238610393, 45757.296875, -103519.26551110393, 299.330333988492, 18.1
74000, -148831.51846367962, 45546.96484375, -103284.55361992962, 297.95440574398634, 18.1
75000, -149715.3521886552, 45936.7265625, -103778.6256261552, 300.5041084890606, 18.1
76000, -150229.89814812786, 45991.84375, -104238.05439812786, 300.8646683837579, 18.1
77000, -149809.89622552044, 45332.8203125, -104477.07591302044, 296.55353728281, 18.1
78000, -149958.40837151653, 45598.0625, -104360.34587151653, 298.28867108647637, 18.1
79000, -150212.29281670696, 45248.2734375, -104964.01937920696, 296.0004573139349, 18.1
80000, -149887.90084130413, 45124.26171875, -104763.63912255413, 295.18921032761637, 18.1
81000, -150410.68331963665, 46010.78125, -104399.90206963665, 300.9885517550897, 18.1
82000, -149473.5216985429, 46171.23046875, -103302.2912297929, 302.038161795819, 18.1
83000, -149471.4068837846, 45724.78125, -103746.6256337846, 299.1176266487712, 18.1
84000, -149638.02702386028, 45687.83203125, -103950.19499261028, 298.87591608577037, 18.1
85000, -149360.6286931718, 45594.09375, -103766.5349431718, 298.2627087297782, 18.1
86000, -149219.4210973466, 45874.07421875, -103345.34687859661, 300.0942558915376, 18.1
87000, -149491.18400628216, 45944.9453125, -103546.23869378216, 300.5578730545066, 18.1
88000, -149887.34664208538, 45927.2109375, -103960.13570458538, 300.44186016138644, 18.1
89000, -150052.0508733476, 45574.96875, -104477.08212334759, 298.1375987904133, 18.1
90000, -150141.86347252972, 45577.22265625, -104564.64081627972, 298.15234316030984, 18.1
91000, -149750.98646599895, 45757.30859375, -103993.67787224895, 299.330410648994, 18.1
92000, -149994.81289727337, 45538.4140625, -104456.39883477337, 297.89846913098194, 18.1
93000, -149914.5369115556, 44471.94921875, -105442.5876928056, 290.9219801408492, 18.1
94000, -150104.9476018632, 45256.9609375, -104847.98666436321, 296.0572882994634, 18.1
95000, -149923.15205437786, 45155.86328125, -104767.28877312786, 295.39593814817636, 18.1
96000, -149125.7083440507, 45907.9765625, -103217.73178155071, 300.31603472400235, 18.1
97000, -149485.46246392376, 46174.640625, -103310.82183892376, 302.060470001919, 18.1
98000, -149775.19053704388, 45488.99609375, -104286.19444329388, 297.5751917937874, 18.1
99000, -149949.31935174114, 45987.55078125, -103961.76857049114, 300.83658508650257, 18.1
100000, -150147.83593804485, 46143.109375, -104004.72656304485, 301.8542021443714, 18.1
101000, -149759.42453057415, 46052.55859375, -103706.86593682415, 301.26184644494, 18.1
102000, -148714.6681676591, 45610.8125, -103103.85566765911, 298.3720777127196, 18.1
103000, -148510.4254308427, 45697.3671875, -102813.0582433427, 298.938292180948, 18.1
104000, -149309.17448479778, 45671.5234375, -103637.65104729778, 298.769230220401, 18.1
