 Evaluating /Dedicated/schnieders/programs/stack-2021.1.sh
  Loading Modules
   Stack 2021.1
   GCC 9.3.0
   CMake 3.20.0
   Eigen 3.3.9
   Cuda 11.1.1
   Cuda: /usr/share/apps/2021.1/arch/gcc-9.3.0/cuda-11.1.1
   CudaNN 8.0.5.39-11.1
   Swig 4.0.2_gcc-9.3.0
  Loading software from /Dedicated/schnieders/programs/local
   Ant: /Dedicated/schnieders/programs/apache-ant-1.10.11
   FFX: /Dedicated/schnieders/programs/ffx-builds/forcefieldx-2025-10-14
   GDMA: /Dedicated/schnieders/programs/gdma-2.3
   Groovy: /Dedicated/schnieders/programs/groovy-4.0.1
   Java: /Dedicated/schnieders/programs/jdk-24
   Maven: /Dedicated/schnieders/programs/apache-maven-3.9.5
   VMD: /Dedicated/schnieders/programs/vmd
   NAMD: /Dedicated/schnieders/programs/NAMD_3.0alpha7_Linux-x86_64-multicore-CUDA
   OpenEye: /Dedicated/schnieders/programs/OpenEye
   Tinker: /Dedicated/schnieders/programs/tinker-tools
Force dictionary: {'AmoebaBond': 0, 'PeriodicTorsionForce': 1, 'AmoebaVdwForce': 2, 'AmoebaMultipoleForce': 3, 'HarmonicBondForce': 4, 'CMMotionRemover': 5, 'AmoebaOutOfPlaneBend': 6, 'AmoebaAngle': 7, 'AmoebaInPlaneAngle': 8, 'AmoebaStretchBend': 9}
Initial Potential Energy: -152519.42714469813 kJ/mol
Alchemical atoms: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]
AmoebaVdwLambda: 0.65
AmoebaElecCharge: -0.0 e
Potential Energy after reinitialization: -152154.59584587 kJ/mol
#"Step", "Potential Energy (kJ/mole)", "Kinetic Energy (kJ/mole)", "Total Energy (kJ/mole)", "Temperature (K)", "Speed (ns/day)"
1000, -151818.59316032313, 46124.73828125, -105693.85487907313, 301.8325253034804, 0
2000, -151866.07851188563, 45677.53125, -106188.54726188563, 298.9060777483182, 17.1
3000, -152634.75600212, 45849.390625, -106785.36537712, 300.03069657730816, 17
4000, -152158.410298995, 45956.015625, -106202.394673995, 300.72843263413404, 17
5000, -152955.75771110438, 45370.375, -107585.38271110438, 296.8960989374914, 16.9
6000, -152564.56508415125, 45642.5390625, -106922.02602165125, 298.6770947619082, 16.9
7000, -152475.07460563563, 45647.1796875, -106827.89491813563, 298.70746223097, 16.9
8000, -152925.16151969813, 45677.9375, -107247.22401969813, 298.9087361799532, 16.9
9000, -151399.02675407313, 45696.8359375, -105702.19081657313, 299.0324043746676, 16.9
10000, -151671.86708610438, 45247.94140625, -106423.92567985438, 296.094914103483, 16.9
11000, -152327.23085563563, 45766.3828125, -106560.84804313563, 299.4875074211113, 16.9
12000, -152185.902486495, 45549.5390625, -106636.363423995, 298.06851841222664, 16.9
13000, -152245.027486495, 45356.640625, -106888.386861495, 296.80622349875307, 16.8
14000, -153034.7354943075, 45650.6875, -107384.0479943075, 298.7304167656648, 16.8
15000, -153415.281392745, 45218.1796875, -108197.101705245, 295.90015842437407, 16.8
16000, -152790.8604943075, 44909.4296875, -107881.4308068075, 293.87975038174824, 16.8
17000, -153255.90053337, 45587.29296875, -107668.60756462, 298.31557362138625, 16.8
18000, -153310.73402946375, 45063.64453125, -108247.08949821375, 294.88890636751273, 16.8
19000, -153074.0890099325, 45780.8828125, -107293.2061974325, 299.5823929810079, 16.8
20000, -152729.87782829188, 46166.1171875, -106563.76064079188, 302.1033019026142, 16.8
21000, -153160.26234977625, 45464.703125, -107695.55922477625, 297.5133663136721, 16.8
22000, -152377.621236495, 45414.7109375, -106962.910298995, 297.18622585150706, 16.8
23000, -152675.36879508875, 45798.984375, -106876.38442008875, 299.70084655982276, 16.8
24000, -152243.6847130575, 45649.5859375, -106594.0987755575, 298.72320832603907, 16.7
25000, -153118.64687126063, 45317.484375, -107801.16249626063, 296.549991588084, 16.7
26000, -152331.83730094813, 45902.86328125, -106428.97401969813, 300.3806126412695, 16.7
27000, -153035.92421501063, 45117.0546875, -107918.86952751063, 295.2384134419918, 16.7
28000, -152334.39003532313, 45287.25, -107047.14003532313, 296.3521429260151, 16.7
29000, -153123.8839318075, 45972.8046875, -107151.0792443075, 300.83829743382034, 16.7
30000, -152649.68031852625, 45876.578125, -106773.10219352625, 300.20860700211426, 16.7
31000, -152501.1280724325, 45200.3828125, -107300.7452599325, 295.7836986692855, 16.7
32000, -153049.45400016688, 45628.3984375, -107421.05556266688, 298.584560891535, 16.7
33000, -152512.15688102625, 45205.015625, -107307.14125602625, 295.81401501466195, 16.7
34000, -153293.73964469813, 45455.0859375, -107838.65370719813, 297.4504330570812, 16.7
35000, -153488.23036735438, 45550.171875, -107938.05849235438, 298.07265943073503, 16.7
36000, -151870.67665641688, 45939.46484375, -105931.21181266688, 300.62012710684905, 16.7
37000, -152225.49184196375, 45489.609375, -106735.88246696375, 297.6763486223738, 16.7
38000, -151873.97743766688, 45974.3359375, -105899.64150016688, 300.848317676137, 16.7
39000, -152697.61610954188, 45293.3125, -107404.30360954188, 296.39181490579955, 16.7
40000, -152793.71693962, 45417.828125, -107375.88881462, 297.2066242019374, 16.7
41000, -152467.13271110438, 46145.07421875, -106322.05849235438, 301.9656002562879, 16.7
42000, -152179.31996696375, 45567.953125, -106611.36684196375, 298.18901693845305, 16.7
43000, -152424.94350212, 45397.4453125, -107027.49818962, 297.0732425070181, 16.7
44000, -151299.3585411825, 45896.921875, -105402.4366661825, 300.34173307860715, 16.7
45000, -151523.1222130575, 45514.48046875, -106008.6417443075, 297.83910087449175, 16.7
46000, -151610.250142745, 45308.375, -106301.875142745, 296.4903813710369, 16.7
47000, -152835.76137321375, 45235.1796875, -107600.58168571375, 296.0114035635632, 16.7
48000, -151661.15566032313, 46103.05078125, -105558.10487907313, 301.6906059531178, 16.7
49000, -151987.12148063563, 45992.703125, -105994.41835563563, 300.9685094602517, 16.7
50000, -152326.53090446375, 45729.0703125, -106597.46059196375, 299.2433407001705, 16.7
51000, -153022.94325797938, 45031.2265625, -107991.71669547938, 294.67676863540555, 16.7
52000, -152060.04579704188, 45520.875, -106539.17079704188, 297.8809456109008, 16.7
53000, -152655.46449821375, 45505.9296875, -107149.53481071375, 297.7831460009428, 16.7
54000, -152128.11098258875, 45926.359375, -106201.75160758875, 300.53436712477657, 16.7
55000, -151672.01650016688, 46057.59765625, -105614.41884391688, 301.3931683521057, 16.7
56000, -152743.28676383875, 46160.46484375, -106582.82192008875, 302.0663139163075, 16.7
57000, -152965.6417443075, 44805.0390625, -108160.6026818075, 293.1966356989151, 16.7
58000, -152744.50600212, 45240.515625, -107503.99037712, 296.0463210406157, 16.7
59000, -152510.73256462, 45308.6953125, -107202.03725212, 296.49247744213375, 16.7
60000, -152472.74184196375, 45252.921875, -107219.81996696375, 296.1275054528548, 16.7
61000, -152213.51650016688, 45145.76171875, -107067.75478141688, 295.42626742358664, 16.7
62000, -152356.5245568075, 45955.2890625, -106401.2354943075, 300.7236781314021, 16.7
63000, -152462.31532829188, 45563.484375, -106898.83095329188, 298.15977419046766, 16.7
64000, -151867.90590446375, 45632.5859375, -106235.31996696375, 298.6119631868499, 16.7
65000, -152692.37587516688, 45566.4765625, -107125.89931266688, 298.17935456193345, 16.7
66000, -152839.21059196375, 46115.5859375, -106723.62465446375, 301.77263390616423, 16.7
67000, -152505.914205245, 45840.9921875, -106664.922017745, 299.9757386156224, 16.7
68000, -152569.00209587, 45523.7734375, -107045.22865837, 297.8999124981431, 16.7
69000, -152599.328267745, 45245.66015625, -107353.668111495, 296.07998598737856, 16.7
70000, -151854.2374474325, 45183.3671875, -106670.8702599325, 295.6723512827258, 16.7
71000, -152408.35390251063, 45775.984375, -106632.36952751063, 299.55033843033164, 16.7
72000, -152172.4483849325, 45216.26171875, -106956.1866661825, 295.8876075596356, 16.7
73000, -152067.39980094813, 45731.33984375, -106336.05995719813, 299.258192130747, 16.7
74000, -152048.238423995, 45585.82421875, -106462.414205245, 298.30596236855195, 16.7
75000, -151871.08144157313, 44975.2734375, -106895.80800407313, 294.3106208013649, 16.7
76000, -152836.54579704188, 45502.37890625, -107334.16689079188, 297.7599102859789, 16.7
77000, -152051.30238883875, 45555.546875, -106495.75551383875, 298.107832526214, 16.7
78000, -151936.82021110438, 45425.23046875, -106511.58974235438, 297.25506389374885, 16.7
79000, -152284.7667443075, 45910.390625, -106374.3761193075, 300.4298703120456, 16.7
80000, -152485.44106071375, 45516.68359375, -106968.75746696375, 297.85351775374323, 16.7
81000, -152808.21767204188, 45990.0390625, -106818.17860954188, 300.9510762835681, 16.7
82000, -152856.59731071375, 45423.45703125, -107433.14027946375, 297.24345881718824, 16.7
83000, -152758.08266227625, 46141.7578125, -106616.32484977625, 301.94389825188273, 16.7
84000, -153141.92860954188, 45860.3125, -107281.61610954188, 300.1021674893424, 16.7
85000, -152047.308736495, 45478.0, -106569.308736495, 297.60037882603416, 16.7
86000, -152641.65553825282, 46163.703125, -106477.95241325282, 302.0875046838599, 16.7
87000, -152219.94081657313, 45212.234375, -107007.70644157313, 295.8612532998691, 16.7
88000, -151973.1476036825, 45857.546875, -106115.6007286825, 300.08406970475, 16.7
89000, -151845.683736495, 46506.453125, -105339.230611495, 304.3304030048639, 16.7
90000, -151502.879048995, 45660.57421875, -105842.304830245, 298.79511378939816, 16.7
91000, -152112.035298995, 45813.53125, -106298.504048995, 299.79603886183116, 16.7
92000, -152088.59731071375, 45747.8984375, -106340.69887321375, 299.36654878171726, 16.7
93000, -152694.92445915125, 45179.6328125, -107515.29164665125, 295.6479141611576, 16.7
94000, -152281.73378532313, 45547.3828125, -106734.35097282313, 298.0544082750868, 16.7
95000, -152952.54482047938, 45724.796875, -107227.74794547938, 299.21537604431734, 16.7
96000, -151905.99574821375, 46052.3671875, -105853.62856071375, 301.3589410448046, 16.7
97000, -153001.68007438563, 45553.453125, -107448.22694938563, 298.0941313785564, 16.7
98000, -152429.35341422938, 45511.359375, -106917.99403922938, 297.8186769622187, 16.7
99000, -153134.75575797938, 45763.0078125, -107371.74794547938, 299.4654219890664, 16.7
100000, -152918.00942008875, 46059.48828125, -106858.52113883875, 301.40554028394575, 16.7
101000, -152660.38319938563, 45673.2421875, -106987.14101188563, 298.8780108450945, 16.7
102000, -153030.16957633875, 46291.8984375, -106738.27113883875, 302.92639323576896, 16.7
103000, -152667.34999626063, 45657.4296875, -107009.92030876063, 298.77453650606935, 16.7
104000, -152024.2335411825, 45483.02734375, -106541.2061974325, 297.6332769175177, 16.7
105000, -152943.10024040125, 45480.0, -107463.10024040125, 297.6134664894682, 16.7
106000, -152239.66982047938, 45292.92578125, -106946.74403922938, 296.38928428337766, 16.7
107000, -151950.761861495, 45121.0078125, -106829.754048995, 295.26428202674805, 16.6
108000, -151097.8077599325, 45574.83203125, -105522.9757286825, 298.2340313433501, 16.6
109000, -151560.20400016688, 45215.85546875, -106344.34853141688, 295.8849491280006, 16.6
110000, -152117.90102165125, 46189.90625, -105927.99477165125, 302.2589735243196, 16.7
111000, -152292.06337516688, 45996.3671875, -106295.69618766688, 300.99248646865226, 16.7
112000, -152053.15297477625, 46244.14453125, -105809.00844352625, 302.61389970943924, 16.7
113000, -152182.68813102625, 45768.27734375, -106414.41078727625, 299.49990491479394, 16.7
114000, -152138.21767204188, 46299.7890625, -105838.42860954188, 302.97802815791096, 16.7
115000, -152036.75209587, 45773.21484375, -106263.53725212, 299.53221508389663, 16.7
116000, -151688.53114860438, 45741.55859375, -105946.97255485438, 299.32506191110514, 16.7
117000, -152097.7862755575, 46441.8828125, -105655.9034630575, 303.90786574594944, 16.7
118000, -152962.36195915125, 45811.921875, -107150.44008415125, 299.7855073826616, 16.7
119000, -152562.29067008875, 45518.8515625, -107043.43910758875, 297.867704576411, 16.7
120000, -152031.6964318075, 45307.36328125, -106724.3331505575, 296.483760853792, 16.7
121000, -152132.55946891688, 45491.4921875, -106641.06728141688, 297.68866943052853, 16.7
122000, -153036.14247672938, 46047.86328125, -106988.27919547938, 301.3294682402355, 16.7
123000, -152919.72597282313, 46070.94140625, -106848.78456657313, 301.4804876065795, 16.7
124000, -153452.640767745, 45316.93359375, -108135.707173995, 296.54638736827116, 16.7
125000, -152175.5284630575, 45534.9609375, -106640.5675255575, 297.9731216154771, 16.7
126000, -151632.87172477625, 45782.01171875, -105850.86000602625, 299.58978035353215, 16.7
127000, -151595.8819786825, 45881.4453125, -105714.4366661825, 300.2404570580494, 16.7
128000, -151496.31679313563, 45518.1015625, -105978.21523063563, 297.8627967026232, 16.7
129000, -152995.86464469813, 45479.890625, -107515.97401969813, 297.61275075787415, 16.7
130000, -152656.88710563563, 45591.140625, -107065.74648063563, 298.34075203639117, 16.7
131000, -151959.750142745, 45511.3203125, -106448.429830245, 297.8184213437923, 16.7
132000, -152202.21645133875, 45448.5, -106753.71645133875, 297.4073357903825, 16.7
133000, -152970.19569938563, 46138.12109375, -106832.07460563563, 301.92010017638063, 16.7
134000, -152590.01430290125, 45264.65625, -107325.35805290125, 296.20429322815903, 16.7
135000, -153272.2472130575, 45560.72265625, -107711.5245568075, 298.141701967718, 16.7
136000, -153276.74257438563, 45851.77734375, -107424.96523063563, 300.04631486316396, 16.7
137000, -153944.38539665125, 44899.28125, -109045.10414665125, 293.8133407145577, 16.7
138000, -153477.27577751063, 45393.6796875, -108083.59609001063, 297.04860089070877, 16.7
